Pattern, Support-Frequence
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9882039159577611-127085']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6100352952399123-31975']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6097575457694211-30808']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6096996447410916-33981']]
[[[['Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6096974898090538-28418']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_0']]], ['0.6096505641362691-22262']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3'], ['Vuota_T2_1,Piena_T2_3']]], ['0.6096149678537889-84389']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Piena_T2_0']]], ['0.6096149333889511-23383']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.6094550198086771-25229']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.609453588608549-44470']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6094063284247985-45895']]
[[[['Piena_T0_0,Piena_T0_1'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_2']]], ['0.609264407017216-26082']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_2']]], ['0.6091591428260633-33600']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6091582673966455-31488']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_2,Piena_T2_2']]], ['0.6089469659484503-27075']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6089460652384541-33939']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T2_1,Vuota_T2_0']]], ['0.60891258744181-72857']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.6088832161549322-85391']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Piena_T2_0']]], ['0.608843537414966-25597']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T2_1,Piena_T2_3']]], ['0.6088237061970307-40516']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6088131497790353-38298']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6086956521739131-49980']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Piena_T2_0']]], ['0.6086753928919388-28738']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_3'], ['Piena_T2_0']]], ['0.6084999253269613-28521']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6083918852053439-30739']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_1']]], ['0.6083910558613606-23100']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_0'], ['Piena_T2_1']]], ['0.6083847299021693-22885']]
[[[['Piena_T0_0'], ['Piena_T1_2,Piena_T1_1'], ['Vuota_T2_2,Piena_T2_2']]], ['0.6083669234622081-25507']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_2'], ['Piena_T2_0']]], ['0.6083153824193507-23439']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2,Piena_T1_2']]], ['0.60824904685383-38608']]
[[[['Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_1']]], ['0.6082072022386993-29776']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3'], ['Vuota_T2_3,Piena_T2_0']]], ['0.6081333894579299-26005']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3,Piena_T1_3']]], ['0.6081086323957323-31348']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.6081022733672492-32393']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_2']]], ['0.6080158337456705-30720']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Piena_T2_2,Piena_T2_1']]], ['0.6080077796271015-32512']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3,Piena_T1_2']]], ['0.6079915190201761-53910']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_0']]], ['0.6078782166988802-38055']]
[[[['Piena_T0_2,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6078027321139152-26251']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6075053498631152-50816']]
[[[['Piena_T0_0,Piena_T0_1'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6072554836599781-25996']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_2']]], ['0.6072092510319186-38542']]
[[[['Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6071872988629049-28301']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.6070924903043836-41326']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2,Piena_T1_0']]], ['0.6070044427639664-38529']]
[[[['Piena_T0_0'], ['Piena_T1_2,Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6069409582014624-27807']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.6068079405675314-49825']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_1,Piena_T1_2']]], ['0.6066748812886938-40373']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_0']]], ['0.6066294632149539-37938']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_3']]], ['0.6065314200890648-30645']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_1,Vuota_T1_0']]], ['0.6064335606926134-88643']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_0'], ['Piena_T2_1']]], ['0.6064166532539299-22606']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6062969220269196-54189']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Piena_T2_0']]], ['0.6062734680323891-23735']]
[[[['Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6062258716833139-29679']]
[[[['Piena_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_2']]], ['0.6060987217840631-35658']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_0']]], ['0.6060657656698947-28476']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_0']]], ['0.606057374426789-22732']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6059689972341931-56526']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_0']]], ['0.6059650581170367-42280']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6059548732263317-26050']]
[[[['Piena_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6059410849917736-26885']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T1_1,Vuota_T1_0']]], ['0.6059354903285539-48430']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_2']]], ['0.6059219768740319-33642']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.6057846122090923-23479']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_1']]], ['0.6056481548875464-24963']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6056324420935681-50150']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6056281339616629-36113']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_0']]], ['0.6056182807790923-26927']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Piena_T1_3,Piena_T1_1']]], ['0.605435870814639-32656']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6054016716170477-43822']]
[[[['Piena_T0_2,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6053484602917342-26145']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_1']]], ['0.6053005437711263-24712']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_2']]], ['0.6052840872940128-38053']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T2_2,Piena_T2_2']]], ['0.6052478003232178-26965']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6052065573770492-46147']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6052055074404931-53318']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6051718224843954-44114']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3,Piena_T1_3']]], ['0.6051214143836229-33816']]
[[[['Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_2']]], ['0.6051024368323222-29624']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3,Piena_T1_2']]], ['0.6050721624992575-50938']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_0'], ['Piena_T2_1']]], ['0.6049204824420963-22670']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6048018472268036-51338']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2,Piena_T2_2']]], ['0.6047977507709051-26674']]
[[[['Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.6047551933329248-29607']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6046653971708379-35564']]
[[[['Piena_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6046338659875138-26827']]
[[[['Piena_T0_2,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6045994065281899-25265']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.6045934387990072-40434']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_1']]], ['0.6045744298796911-26935']]
[[[['Piena_T0_0,Piena_T0_1'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6045632540347223-26709']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1'], ['Vuota_T2_2,Piena_T2_1']]], ['0.6043476162902914-25049']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_1,Piena_T2_3']]], ['0.6042982843941187-84748']]
[[[['Vuota_T0_0'], ['Piena_T1_2,Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_1']]], ['0.6042484239309315-23866']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6042096574494429-30744']]
[[[['Piena_T0_0'], ['Piena_T1_2,Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6041453001645718-25330']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2,Vuota_T2_2']]], ['0.6040656371347279-33757']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_0']]], ['0.603874770509228-24998']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Piena_T1_1,Piena_T1_0']]], ['0.6037803067788223-30506']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6037710069681651-30933']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_2']]], ['0.6036003793640284-33731']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_1']]], ['0.603549098106248-26835']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1,Piena_T1_2']]], ['0.6034465258433048-53507']]
[[[['Piena_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6034168000180306-26773']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Piena_T1_2'], ['Vuota_T2_0']]], ['0.6034154771067192-41553']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_2']]], ['0.603331961419394-33716']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_0']]], ['0.6033190188514448-24867']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T2_1']]], ['0.6033137929363888-24906']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_1']]], ['0.6033124571875917-24661']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6030454155748494-49940']]
[[[['Piena_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6027617150482526-31167']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3,Vuota_T2_2,Piena_T2_3']]], ['0.6027449032480995-55819']]
[[[['Piena_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2']]], ['0.6026069971183785-31159']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_1']]], ['0.6026038137643984-24902']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T2_0']]], ['0.6025992099120129-26847']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Piena_T1_3,Piena_T1_2']]], ['0.6024867030462112-43611']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_2,Piena_T2_1']]], ['0.6024348579265212-25039']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_0']]], ['0.6023122519962769-24590']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T2_3,Piena_T2_3']]], ['0.6022890397672163-31048']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3,Piena_T2_3']]], ['0.6021787687605313-30734']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T2_0']]], ['0.6021670273601536-42015']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_0']]], ['0.6021404970550208-25149']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Vuota_T1_0,Piena_T1_3']]], ['0.6021372228417402-88015']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_2,Piena_T2_2']]], ['0.6021106028352733-26588']]
[[[['Vuota_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Vuota_T2_0,Piena_T2_3']]], ['0.6021100599336272-48624']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3'], ['Vuota_T2_0,Piena_T2_3']]], ['0.6019385993356879-68683']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_0']]], ['0.6018418849419925-40256']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3,Piena_T2_1']]], ['0.601798581243367-32322']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6017979654601372-38157']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_0']]], ['0.6017672381240088-23904']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.6017664280266687-24460']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3,Piena_T2_3']]], ['0.6016952485840151-30595']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6015290946272541-25885']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.6014880190370047-39937']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6013724121888812-25853']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_3,Piena_T2_0']]], ['0.6012486690543026-24846']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.6011586634572232-88410']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_2']]], ['0.6011141671716936-25789']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3,Piena_T1_3']]], ['0.6010177395469011-38149']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1']]], ['0.6009704581133153-25266']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T2_1']]], ['0.6009606751660981-26774']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_0']]], ['0.6009172845819484-37603']]
[[[['Piena_T0_0,Piena_T0_1'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.6007967410141568-26694']]
[[[['Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.6007474486129079-41794']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_1,Piena_T2_2']]], ['0.6007027882095807-49746']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T2_0']]], ['0.6006976406181871-24798']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.600587587219978-24531']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_0']]], ['0.6005796951424652-23207']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3'], ['Vuota_T2_0']]], ['0.6005198897203623-38118']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T2_2,Piena_T2_3']]], ['0.6004963521109915-40166']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.6004769279263229-43815']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3'], ['Vuota_T2_0']]], ['0.6003849971425993-39922']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.6000540899368131-24406']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.600014490478548-49689']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.5999119287601526-24522']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_0'], ['Piena_T2_1']]], ['0.599872680084227-24500']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_2,Vuota_T2_0']]], ['0.5996948779169603-87658']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Piena_T1_3'], ['Vuota_T2_0']]], ['0.5995696593410204-36503']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_3,Piena_T2_3']]], ['0.5993902915657-30672']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.5991973517141302-26427']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_0,Piena_T1_2']]], ['0.5990563202500451-39866']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_1']]], ['0.5990312868176463-32032']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.5990030337547508-53113']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_0']]], ['0.5989778706477682-23792']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_0']]], ['0.5989706149102122-26417']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_0']]], ['0.5989638215665612-34105']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Piena_T1_3'], ['Vuota_T2_0']]], ['0.5987920621225195-36088']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T2_0']]], ['0.598743168538264-38016']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_1']]], ['0.5987430918961216-24485']]
[[[['Vuota_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.5987418891475556-48352']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T2_0']]], ['0.5987407585502194-39845']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.5986959695894066-23782']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_0']]], ['0.5986925076570664-23261']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T2_0']]], ['0.5985921538329471-34865']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_0'], ['Piena_T2_1']]], ['0.5985604892171984-22121']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3,Piena_T1_0']]], ['0.5983899127061105-30847']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.5982582879762494-30227']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T2_3,Piena_T2_3']]], ['0.5981783368824151-33428']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_1']]], ['0.5979811974270163-30213']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_0']]], ['0.5978711821134243-31848']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T2_3,Vuota_T2_0']]], ['0.5978530140379852-47784']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_1']]], ['0.5977508799038544-34816']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_0']]], ['0.5976824857923094-24294']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_1']]], ['0.5976178146038322-28850']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_1'], ['Vuota_T2_2,Piena_T2_2']]], ['0.5975680370584829-24768']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_3,Piena_T2_3']]], ['0.5975217916905262-37565']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_1,Piena_T2_3']]], ['0.5973756764337659-87319']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2,Piena_T2_2']]], ['0.5972672901953299-37549']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Vuota_T2_3,Piena_T2_2']]], ['0.5971895101434933-30173']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Piena_T2_0']]], ['0.5971050300685282-25617']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T2_0']]], ['0.5970545750386027-35960']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.5970379093256035-26364']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3,Piena_T1_0']]], ['0.5969794033963818-33361']]
